Date,Hour,Temperature (°C),Humidity (%),Wind Speed (km/h),Rain (mm),Public Holiday,Real Estate Development Index,Seasonal Factor,Day of Week,Historical Demand (MW)
2024-01-04,5,26,82,7,0.0,No,1.3147992560940467,Winter,Thursday,996
2024-01-04,6,23,75,3,0.0,No,1.2119211703948933,Winter,Thursday,903
2024-01-04,7,5,38,3,0.5,No,1.244585041972332,Winter,Thursday,1242
2024-01-04,8,36,47,14,0.0,No,1.123445865872027,Winter,Thursday,943
2024-01-04,9,11,35,3,0.5,No,1.4774239835407497,Winter,Thursday,1054
2024-01-04,10,38,75,3,0.0,No,1.4257058997681735,Winter,Thursday,545
2024-01-04,11,23,74,12,5.0,No,1.0453781300823086,Winter,Thursday,1336
2024-01-04,12,25,59,0,5.0,No,1.3949835247958455,Winter,Thursday,855
2024-01-04,13,15,73,6,0.5,No,1.1472363497714553,Winter,Thursday,630
2024-01-04,14,41,52,9,0.0,No,1.3545122185728102,Winter,Thursday,432
2024-01-04,15,13,31,10,0.5,No,1.3192561154679683,Winter,Thursday,3193
2024-01-04,16,5,84,0,0.0,No,1.1190003103087143,Winter,Thursday,2722
2024-01-04,17,7,33,14,0.0,No,1.4601827167228658,Winter,Thursday,1950
2024-01-04,18,20,54,9,0.0,No,1.2442336406874976,Winter,Thursday,2683
2024-01-04,19,35,33,4,0.0,No,1.2004503929320125,Winter,Thursday,680
2024-01-04,20,7,87,9,0.0,No,1.0079455492454767,Winter,Thursday,813
2024-01-04,21,29,55,2,0.0,No,1.1195732640186393,Winter,Thursday,1265
2024-01-04,22,26,57,5,0.0,No,1.289345087625236,Winter,Thursday,1943
2024-01-04,23,39,78,8,0.0,No,1.0178380967937863,Winter,Thursday,2823
2024-01-05,0,5,63,2,1.0,No,1.1223071630392556,Winter,Friday,1017
2024-01-05,1,38,73,6,0.0,No,1.3945839759941194,Winter,Friday,548
2024-01-05,2,38,41,12,0.5,No,1.0287024517358432,Winter,Friday,702
2024-01-05,3,5,63,9,0.0,No,1.2833268295931501,Winter,Friday,1158
2024-01-05,4,43,61,14,5.0,No,1.2917065774498795,Winter,Friday,975
2024-01-05,5,5,70,10,0.5,No,1.2773513644806325,Winter,Friday,632
2024-01-05,6,8,84,6,5.0,No,1.1362703662165667,Winter,Friday,976
2024-01-05,7,15,69,13,0.0,Yes,1.3298368883178742,Winter,Friday,405
2024-01-05,8,24,42,13,5.0,No,1.3671779540686262,Winter,Friday,924
2024-01-05,9,29,81,12,0.0,No,1.3342467653092862,Winter,Friday,1159
2024-01-05,10,7,45,5,0.0,Yes,1.2272761561795835,Winter,Friday,496
2024-01-05,11,41,46,10,5.0,No,1.3427028688172453,Winter,Friday,851
2024-01-05,12,44,50,10,0.5,No,1.331744368602884,Winter,Friday,1576
2024-01-05,13,29,63,7,1.0,No,1.1920900942490351,Winter,Friday,1171
2024-01-05,14,16,71,1,1.0,Yes,1.1121941639764665,Winter,Friday,859
2024-01-05,15,16,37,9,0.0,No,1.3622264005498677,Winter,Friday,2606
2024-01-05,16,30,36,4,1.0,No,1.3849916733056502,Winter,Friday,2703
2024-01-05,17,14,88,13,0.0,No,1.24646251956716,Winter,Friday,2551
2024-01-05,18,44,88,4,0.0,No,1.2858263709157336,Winter,Friday,2687
2024-01-05,19,23,39,0,5.0,No,1.4549897727380505,Winter,Friday,1056
2024-01-05,20,28,88,13,0.0,No,1.01570909056219,Winter,Friday,772
2024-01-05,21,30,44,3,0.0,No,1.481346800168727,Winter,Friday,1763
2024-01-05,22,38,61,13,0.5,No,1.0251009900753467,Winter,Friday,2270
2024-01-05,23,27,40,8,1.0,No,1.0015364619406766,Winter,Friday,2009
2024-01-06,0,24,48,8,0.0,No,1.2145743191055773,Winter,Saturday,1088
2024-01-06,1,23,43,13,0.5,No,1.134169382886328,Winter,Saturday,1034
2024-01-06,2,16,63,4,0.0,No,1.238555543408784,Winter,Saturday,823
2024-01-06,3,35,55,9,0.0,No,1.085539716635254,Winter,Saturday,954
2024-01-06,4,42,30,13,1.0,No,1.1723614371044946,Winter,Saturday,1109
2024-01-06,5,15,40,5,0.0,No,1.4496657558447081,Winter,Saturday,1210
2024-01-06,6,18,44,5,0.0,No,1.4079627046817977,Winter,Saturday,842
2024-01-06,7,7,44,0,0.0,No,1.1220993442660072,Winter,Saturday,714
2024-01-06,8,24,49,4,0.0,No,1.242238202122749,Winter,Saturday,1115
2024-01-06,9,25,84,5,0.0,No,1.2315812500795928,Winter,Saturday,1090
2024-01-06,10,42,62,2,0.0,No,1.1261020859365596,Winter,Saturday,917
2024-01-06,11,7,59,11,0.0,No,1.2733736169024352,Winter,Saturday,344
2024-01-06,12,16,83,4,0.5,No,1.2412333791195556,Winter,Saturday,1043
2024-01-06,13,28,60,1,1.0,Yes,1.3127911239405805,Winter,Saturday,734
2024-01-06,14,7,30,8,0.0,No,1.3299573273663272,Winter,Saturday,682
2024-01-06,15,36,89,3,0.5,No,1.4804383304517135,Winter,Saturday,2858
2024-01-06,16,12,36,9,1.0,No,1.0211348257786872,Winter,Saturday,2664
2024-01-06,17,30,73,5,0.0,No,1.286094867824397,Winter,Saturday,2782
2024-01-06,18,21,62,11,0.0,No,1.2902543151398986,Winter,Saturday,2471
2024-01-06,19,28,60,0,0.5,No,1.4347514840327211,Winter,Saturday,1284
2024-01-06,20,41,63,0,0.0,No,1.0754791337141802,Winter,Saturday,1484
2024-01-06,21,13,31,10,1.0,No,1.42020879107628,Winter,Saturday,1220
2024-01-06,22,40,77,2,1.0,No,1.0901127866896785,Winter,Saturday,2464
2024-01-06,23,33,58,14,0.0,Yes,1.2024271477429735,Winter,Saturday,2292
2024-01-07,0,19,48,11,0.0,No,1.1819869125312525,Winter,Sunday,1106
2024-01-07,1,23,62,14,1.0,No,1.3906088595320019,Winter,Sunday,1399
2024-01-07,2,40,50,14,5.0,No,1.2048446707224154,Winter,Sunday,551
2024-01-07,3,5,37,11,0.0,No,1.2814844824404181,Winter,Sunday,969
2024-01-07,4,28,75,1,0.0,No,1.1096105312323963,Winter,Sunday,620
2024-01-07,5,31,41,14,0.5,No,1.2440514861695662,Winter,Sunday,379
2024-01-07,6,10,33,1,1.0,No,1.3980729029652421,Winter,Sunday,532
2024-01-07,7,21,77,7,1.0,No,1.3908237005032136,Winter,Sunday,823
2024-01-07,8,34,77,7,0.5,No,1.0528628644690423,Winter,Sunday,480
2024-01-07,9,24,52,6,0.0,No,1.4609059014430021,Winter,Sunday,831
2024-01-07,10,41,72,10,0.0,No,1.3372377768252341,Winter,Sunday,1164
2024-01-07,11,36,74,7,0.0,No,1.3915497138892614,Winter,Sunday,1653
2024-01-07,12,30,59,5,0.0,No,1.3389046920957275,Winter,Sunday,995
2024-01-07,13,41,35,5,0.5,No,1.0144632016447597,Winter,Sunday,992
2024-01-07,14,9,34,6,0.0,No,1.416184087871649,Winter,Sunday,566
2024-01-07,15,39,37,14,0.0,No,1.0249800284584263,Winter,Sunday,2077
2024-01-07,16,12,87,2,1.0,No,1.423523225054272,Winter,Sunday,2777
2024-01-07,17,39,78,11,0.0,No,1.4177021806307577,Winter,Sunday,2509
2024-01-07,18,22,37,12,5.0,No,1.379170047712943,Winter,Sunday,2150
2024-01-07,19,17,73,6,5.0,No,1.1384468846364957,Winter,Sunday,949
2024-01-07,20,43,87,0,0.0,No,1.1595164459406528,Winter,Sunday,1205
2024-01-07,21,21,78,4,0.5,Yes,1.2819253164183233,Winter,Sunday,1301
2024-01-07,22,11,42,4,0.5,No,1.3426892495526708,Winter,Sunday,2228
2024-01-07,23,21,30,12,5.0,No,1.0764334887753313,Winter,Sunday,2502
2024-01-08,0,18,69,7,1.0,No,1.4838796098406704,Winter,Monday,1068
2024-01-08,1,12,67,8,1.0,No,1.1133250718373606,Winter,Monday,1099
2024-01-08,2,32,78,2,0.0,No,1.1899621914089447,Winter,Monday,900
2024-01-08,3,35,35,11,1.0,No,1.4650823848143422,Winter,Monday,1114
2024-01-08,4,23,67,14,0.0,No,1.3858598547415235,Winter,Monday,572
2024-01-08,5,7,52,5,1.0,No,1.0129517751303054,Winter,Monday,768
2024-01-08,6,23,61,7,0.0,No,1.1262260899479721,Winter,Monday,1131
2024-01-08,7,15,38,8,0.0,No,1.3184911509362403,Winter,Monday,467
2024-01-08,8,5,89,0,5.0,No,1.2165300469831355,Winter,Monday,501
2024-01-08,9,12,84,0,0.0,No,1.1254858639347212,Winter,Monday,440
2024-01-08,10,43,87,6,5.0,No,1.1884507698828675,Winter,Monday,764
2024-01-08,11,11,80,9,0.0,No,1.3355908500527605,Winter,Monday,1053
2024-01-08,12,25,51,13,1.0,No,1.4349838216892759,Winter,Monday,1206
2024-01-08,13,25,48,13,1.0,No,1.1669861741586192,Winter,Monday,666
2024-01-08,14,16,57,13,0.0,Yes,1.1982653990565155,Winter,Monday,987
2024-01-08,15,12,37,0,0.0,No,1.0279645970841667,Winter,Monday,2399
2024-01-08,16,13,48,10,0.0,No,1.3592174346213766,Winter,Monday,2557
2024-01-08,17,11,71,9,0.0,No,1.0744812922710443,Winter,Monday,2449
2024-01-08,18,11,71,14,0.0,No,1.2185225358905776,Winter,Monday,2177
2024-01-08,19,9,74,12,0.0,No,1.0013646025056957,Winter,Monday,665
2024-01-08,20,23,57,2,0.0,No,1.1766373743570122,Winter,Monday,365
2024-01-08,21,37,45,2,5.0,No,1.0205379666002343,Winter,Monday,1017
2024-01-08,22,44,59,4,0.0,No,1.0631312430712139,Winter,Monday,2686
2024-01-08,23,16,81,12,0.0,No,1.3942748246008827,Winter,Monday,2467
2024-01-09,0,14,55,9,1.0,No,1.3338639467890205,Winter,Tuesday,1292
2024-01-09,1,6,66,7,0.5,No,1.4459269001209663,Winter,Tuesday,575
2024-01-09,2,22,74,10,1.0,No,1.3423251992352903,Winter,Tuesday,1057
2024-01-09,3,23,59,5,0.0,No,1.117697289391948,Winter,Tuesday,766
2024-01-09,4,10,56,7,0.5,No,1.4818673206831068,Winter,Tuesday,772
2024-01-09,5,5,62,2,1.0,No,1.458946764777606,Winter,Tuesday,1186
2024-01-09,6,22,47,4,0.0,No,1.051888018543245,Winter,Tuesday,1015
2024-01-09,7,24,40,8,0.5,No,1.059844311790605,Winter,Tuesday,1029
2024-01-09,8,27,80,10,5.0,No,1.0219016646396604,Winter,Tuesday,874
2024-01-09,9,28,43,10,0.0,No,1.0681805407440494,Winter,Tuesday,795
2024-01-09,10,7,79,8,1.0,Yes,1.2535531330009264,Winter,Tuesday,599
2024-01-09,11,42,81,0,5.0,No,1.3230686405870469,Winter,Tuesday,1065
2024-01-09,12,27,51,6,0.0,No,1.0201197919706548,Winter,Tuesday,826
2024-01-09,13,17,73,3,0.0,No,1.2517216344727338,Winter,Tuesday,1265
2024-01-09,14,41,82,6,0.0,No,1.3513403872877618,Winter,Tuesday,542
2024-01-09,15,12,50,1,0.0,No,1.1218776164136748,Winter,Tuesday,2634
2024-01-09,16,19,55,3,0.0,No,1.3984503824486136,Winter,Tuesday,2382
2024-01-09,17,24,63,2,0.0,No,1.249597239857059,Winter,Tuesday,2625
2024-01-09,18,10,72,11,0.0,No,1.4382330041739753,Winter,Tuesday,2410
2024-01-09,19,35,35,5,0.0,No,1.2095078488752389,Winter,Tuesday,948
2024-01-09,20,11,53,5,0.0,No,1.2872134420148855,Winter,Tuesday,1284
2024-01-09,21,37,35,6,0.0,No,1.2016407729371317,Winter,Tuesday,1076
2024-01-09,22,31,50,5,0.0,No,1.0626897365510202,Winter,Tuesday,1922
2024-01-09,23,13,82,7,0.0,No,1.4026513493193922,Winter,Tuesday,2225
2024-01-10,0,27,88,7,1.0,No,1.0615230941927938,Winter,Wednesday,630
2024-01-10,1,27,57,9,0.0,No,1.2482049817848164,Winter,Wednesday,897
2024-01-10,2,6,54,8,0.0,No,1.1070247773716884,Winter,Wednesday,674
2024-01-10,3,5,37,10,0.0,No,1.4369039880454584,Winter,Wednesday,1026
2024-01-10,4,36,38,3,0.0,No,1.2748973524842075,Winter,Wednesday,715
2024-01-10,5,29,89,8,0.0,No,1.1400553798632558,Winter,Wednesday,1348
2024-01-10,6,32,86,5,0.0,No,1.1973989322209306,Winter,Wednesday,1031
2024-01-10,7,32,37,2,0.5,No,1.0585746374236678,Winter,Wednesday,1224
2024-01-10,8,34,57,12,0.0,No,1.3035614090822802,Winter,Wednesday,1415
2024-01-10,9,41,52,9,0.0,No,1.2690211639296005,Winter,Wednesday,760
2024-01-10,10,34,74,2,0.0,No,1.2867713593953287,Winter,Wednesday,1370
2024-01-10,11,6,58,9,0.0,No,1.4964882868034373,Winter,Wednesday,1377
2024-01-10,12,40,36,9,0.0,No,1.396307484749423,Winter,Wednesday,828
2024-01-10,13,9,56,4,1.0,Yes,1.4120035457908244,Winter,Wednesday,1735
2024-01-10,14,10,59,8,0.0,No,1.3661783759815473,Winter,Wednesday,713
2024-01-10,15,43,80,2,0.0,No,1.0431727200311516,Winter,Wednesday,2064
2024-01-10,16,28,48,8,0.5,No,1.228415381007351,Winter,Wednesday,3009
2024-01-10,17,12,80,1,0.0,No,1.3597804213872466,Winter,Wednesday,2306
2024-01-10,18,11,59,7,1.0,No,1.007704093293961,Winter,Wednesday,2761
2024-01-10,19,6,37,13,0.5,No,1.422814366752322,Winter,Wednesday,922
2024-01-10,20,22,57,12,0.5,No,1.38183069755852,Winter,Wednesday,728
2024-01-10,21,17,55,0,5.0,No,1.182926609485989,Winter,Wednesday,1095
2024-01-10,22,5,41,12,0.0,No,1.497572741364158,Winter,Wednesday,2300
2024-01-10,23,16,51,12,0.0,No,1.2655904728004326,Winter,Wednesday,2550
2024-01-11,0,6,45,4,0.0,No,1.3181007448190663,Winter,Thursday,1172
2024-01-11,1,15,81,11,0.0,No,1.43399415285898,Winter,Thursday,1113
2024-01-11,2,18,35,2,0.0,No,1.4975115552609028,Winter,Thursday,1326
2024-01-11,3,32,79,0,0.0,No,1.1149078387784521,Winter,Thursday,691
2024-01-11,4,20,35,13,0.0,No,1.2865622063177795,Winter,Thursday,532
2024-01-11,5,10,47,3,0.5,No,1.0855283292039577,Winter,Thursday,1399
2024-01-11,6,31,55,2,0.0,No,1.3189973721236798,Winter,Thursday,1385
2024-01-11,7,40,51,8,5.0,No,1.0746214627385016,Winter,Thursday,1109
2024-01-11,8,17,84,6,1.0,No,1.3487814676195953,Winter,Thursday,808
2024-01-11,9,9,81,3,5.0,No,1.1893166171580427,Winter,Thursday,783
2024-01-11,10,37,31,12,0.0,No,1.0268637619382468,Winter,Thursday,665
2024-01-11,11,21,83,6,0.0,Yes,1.3948170179830215,Winter,Thursday,714
2024-01-11,12,44,58,5,0.0,No,1.0053133546401574,Winter,Thursday,785
2024-01-11,13,9,66,10,0.0,No,1.3262449968409817,Winter,Thursday,1180
2024-01-11,14,7,63,12,0.5,No,1.0266148016264074,Winter,Thursday,1072
2024-01-11,15,15,70,9,0.0,No,1.4687333909241933,Winter,Thursday,1658
2024-01-11,16,5,55,4,1.0,No,1.2639404466056363,Winter,Thursday,2108
2024-01-11,17,29,76,1,0.0,No,1.4358785093294417,Winter,Thursday,2974
2024-01-11,18,35,52,7,0.0,No,1.2489525128559675,Winter,Thursday,2814
2024-01-11,19,37,45,5,0.0,No,1.45092021899512,Winter,Thursday,1228
2024-01-11,20,8,40,14,0.0,No,1.290487305689658,Winter,Thursday,1090
2024-01-11,21,36,46,11,1.0,No,1.1341846524214028,Winter,Thursday,1271
2024-01-11,22,40,39,14,5.0,No,1.338172008847712,Winter,Thursday,1645
2024-01-11,23,14,81,10,0.0,Yes,1.0600168494771962,Winter,Thursday,2480
2024-01-12,0,7,63,5,0.0,No,1.1584899312899128,Winter,Friday,1097
2024-01-12,1,33,37,0,1.0,No,1.2235562878911024,Winter,Friday,1348
2024-01-12,2,12,64,3,0.0,No,1.48777221600658,Winter,Friday,1418
2024-01-12,3,37,76,11,0.0,No,1.333316579505896,Winter,Friday,1882
2024-01-12,4,38,65,4,0.0,No,1.3188636440739065,Winter,Friday,1151
2024-01-12,5,17,44,4,5.0,No,1.4716884467623494,Winter,Friday,247
2024-01-12,6,39,62,0,0.0,No,1.212067225704319,Winter,Friday,864
2024-01-12,7,6,47,3,0.0,No,1.405354355564766,Winter,Friday,864
2024-01-12,8,38,32,6,1.0,No,1.4217079451754469,Winter,Friday,1476
2024-01-12,9,21,56,9,0.0,No,1.4520031169493057,Winter,Friday,1065
2024-01-12,10,40,39,6,0.5,No,1.030689130160776,Winter,Friday,961
2024-01-12,11,19,81,7,5.0,No,1.4070974346260872,Winter,Friday,1430
2024-01-12,12,17,37,4,5.0,No,1.3238836417471032,Winter,Friday,1127
2024-01-12,13,24,71,3,0.0,No,1.4479571248226497,Winter,Friday,1629
2024-01-12,14,6,45,9,0.5,No,1.1051101405058013,Winter,Friday,1419
2024-01-12,15,43,55,1,1.0,No,1.3973586458591698,Winter,Friday,2181
2024-01-12,16,25,56,10,0.5,No,1.4783399883965473,Winter,Friday,2144
2024-01-12,17,8,78,0,0.5,No,1.176870792428759,Winter,Friday,2387
2024-01-12,18,42,86,2,0.0,No,1.410589590711583,Winter,Friday,2547
2024-01-12,19,44,73,7,0.0,No,1.1990045279830084,Winter,Friday,970
2024-01-12,20,39,50,13,1.0,No,1.2911776354214317,Winter,Friday,920
2024-01-12,21,33,86,10,0.5,No,1.0027384309349305,Winter,Friday,1068
2024-01-12,22,6,57,8,0.0,No,1.3475576119144639,Winter,Friday,2534
2024-01-12,23,29,84,5,0.0,No,1.1486185343328843,Winter,Friday,2169
2024-01-13,0,8,35,6,0.0,Yes,1.1656890230368067,Winter,Saturday,1325
2024-01-13,1,34,60,8,0.0,No,1.3991272887169002,Winter,Saturday,1106
2024-01-13,2,14,83,5,0.0,No,1.1400173963976301,Winter,Saturday,1007
2024-01-13,3,15,79,3,0.0,No,1.4233590425364753,Winter,Saturday,1051
2024-01-13,4,22,54,14,0.0,No,1.0611282158515682,Winter,Saturday,409
2024-01-13,5,10,52,8,1.0,No,1.3679909341609449,Winter,Saturday,416
2024-01-13,6,33,44,2,0.0,No,1.468242147568547,Winter,Saturday,590
2024-01-13,7,38,36,4,0.0,No,1.2255517002179872,Winter,Saturday,676
2024-01-13,8,13,46,2,0.5,No,1.2931854219142813,Winter,Saturday,1206
2024-01-13,9,14,67,14,1.0,No,1.0609411980328507,Winter,Saturday,994
2024-01-13,10,14,83,3,0.5,No,1.2193311379053444,Winter,Saturday,661
2024-01-13,11,44,66,14,0.0,No,1.0256623777016156,Winter,Saturday,1470
2024-01-13,12,24,69,14,0.0,No,1.1366072292685279,Winter,Saturday,1182
2024-01-13,13,23,49,4,0.5,No,1.2102193950532698,Winter,Saturday,1479
2024-01-13,14,34,46,5,0.0,No,1.2919047454026935,Winter,Saturday,1469
2024-01-13,15,14,62,7,0.0,No,1.09534356608083,Winter,Saturday,2399
2024-01-13,16,31,35,0,0.0,No,1.3866198950514619,Winter,Saturday,2527
2024-01-13,17,40,48,4,0.0,No,1.112106933683762,Winter,Saturday,2333
2024-01-13,18,12,58,13,1.0,No,1.2204617686420407,Winter,Saturday,2559
2024-01-13,19,21,42,6,0.0,No,1.1565382892565883,Winter,Saturday,1382
2024-01-13,20,8,78,11,0.0,No,1.247141753425879,Winter,Saturday,918
2024-01-13,21,17,84,7,5.0,No,1.4959718249977487,Winter,Saturday,1384
2024-01-13,22,15,81,11,0.0,No,1.2105254281559696,Winter,Saturday,2978
2024-01-13,23,28,35,3,0.0,No,1.3586308657101365,Winter,Saturday,2969
2024-01-14,0,44,39,11,0.5,No,1.3329999224306186,Winter,Sunday,656
2024-01-14,1,5,59,8,1.0,No,1.0733963127674127,Winter,Sunday,1237
2024-01-14,2,8,75,8,1.0,No,1.0054895511042776,Winter,Sunday,1261
2024-01-14,3,31,75,8,0.0,No,1.21890793826559,Winter,Sunday,1479
2024-01-14,4,36,45,7,0.0,No,1.419460208931517,Winter,Sunday,1621
2024-01-14,5,27,56,9,0.5,No,1.4056252844163866,Winter,Sunday,1327
2024-01-14,6,41,46,0,1.0,No,1.0315634298770096,Winter,Sunday,797
2024-01-14,7,9,76,13,0.0,No,1.1293626693393182,Winter,Sunday,893
2024-01-14,8,20,57,3,0.0,No,1.2495150358095826,Winter,Sunday,1003
2024-01-14,9,22,40,9,0.0,No,1.4360583796486996,Winter,Sunday,589
2024-01-14,10,28,51,1,0.0,No,1.4837046530862972,Winter,Sunday,1454
2024-01-14,11,14,41,10,0.0,No,1.1365227594317024,Winter,Sunday,1216
2024-01-14,12,19,78,9,0.0,No,1.3814444884215038,Winter,Sunday,790
2024-01-14,13,25,45,10,0.0,No,1.443175221226341,Winter,Sunday,1279
2024-01-14,14,7,86,0,1.0,No,1.3079669821576447,Winter,Sunday,657
2024-01-14,15,13,75,1,5.0,No,1.442393790370608,Winter,Sunday,2709
2024-01-14,16,40,31,6,1.0,No,1.0063832071720649,Winter,Sunday,2885
2024-01-14,17,16,64,12,1.0,No,1.3793128650254696,Winter,Sunday,2864
2024-01-14,18,12,88,3,0.0,No,1.3767159617983267,Winter,Sunday,2287
2024-01-14,19,17,76,4,0.0,Yes,1.313288313328904,Winter,Sunday,1382
2024-01-14,20,25,48,2,0.0,No,1.1472864179862359,Winter,Sunday,1138
